FL_DATE,ORIGIN,DEST,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,CANCELLED
5/1/2014 12:00:00 AM,JFK,ABQ,2031.0,36.0,36.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,ATL,614.0,-1.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,ATL,1312.0,-3.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,ATL,1443.0,3.0,3.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,ATL,1610.0,-5.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,ATL,1902.0,32.0,32.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,AUS,830.0,0.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,AUS,1024.0,52.0,52.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,AUS,1658.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,AUS,1840.0,71.0,71.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,AUS,2246.0,107.0,107.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BNA,1640.0,0.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,743.0,58.0,58.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,756.0,-4.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,1054.0,54.0,54.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,1251.0,5.0,5.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,1444.0,5.0,5.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,1514.0,139.0,139.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,1657.0,-3.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,1722.0,62.0,62.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,1753.0,83.0,83.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,2033.0,33.0,33.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,2210.0,101.0,101.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BOS,2316.0,21.0,21.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BQN,553.0,8.0,8.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BQN,2357.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BTV,857.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BTV,1121.0,21.0,21.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BTV,1602.0,3.0,3.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BTV,2301.0,21.0,21.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BUF,18.0,83.0,83.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BUF,628.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BUF,735.0,-1.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BUF,1018.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BUF,1254.0,29.0,29.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BUF,1433.0,8.0,8.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BUF,1648.0,13.0,13.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BUF,1837.0,-3.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,BUF,2226.0,76.0,76.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BUR,1758.0,28.0,28.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,BWI,1622.0,-7.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,CHS,801.0,15.0,15.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,CHS,1359.0,0.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,CLE,1458.0,3.0,3.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,CLT,620.0,-5.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,CLT,823.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,CLT,1030.0,15.0,15.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,CLT,1114.0,169.0,169.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,CLT,1156.0,-4.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,CLT,1341.0,-4.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,CLT,1746.0,51.0,51.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,CLT,1848.0,8.0,8.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,CMH,1455.0,0.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,CMH,1941.0,16.0,16.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,CVG,1623.0,23.0,23.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,DCA,839.0,-1.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,DCA,1158.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,DCA,1457.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,DCA,1659.0,-1.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,DCA,2134.0,4.0,4.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,DEN,1957.0,48.0,48.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,DEN,2027.0,-5.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,DFW,1540.0,0.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,FLL,557.0,-3.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,FLL,802.0,17.0,17.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,FLL,834.0,19.0,19.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,FLL,953.0,-7.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,FLL,1125.0,25.0,25.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,FLL,1329.0,69.0,69.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,FLL,1543.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,FLL,1627.0,118.0,118.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,FLL,1643.0,38.0,38.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,FLL,1855.0,0.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,HNL,1001.0,1.0,1.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,HOU,938.0,78.0,78.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,HOU,1538.0,39.0,39.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,IAD,556.0,-4.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,IAD,800.0,0.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,IAD,1447.0,288.0,288.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,IAD,1817.0,22.0,22.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,IAD,2120.0,105.0,105.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,IND,1545.0,20.0,20.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,JAX,734.0,-1.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,JAX,1517.0,22.0,22.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,JAX,2215.0,65.0,65.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,635.0,5.0,5.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,648.0,-7.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,832.0,2.0,2.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,945.0,0.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,1044.0,7.0,7.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,1155.0,120.0,120.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,1329.0,129.0,129.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,1519.0,4.0,4.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,1743.0,43.0,43.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,1908.0,48.0,48.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,2008.0,37.0,37.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,LAS,2204.0,94.0,94.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,620.0,20.0,20.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,625.0,-10.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,649.0,-1.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,651.0,-4.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,705.0,0.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,711.0,11.0,11.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,806.0,6.0,6.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,813.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,828.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,855.0,-5.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,942.0,2.0,2.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1014.0,44.0,44.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1018.0,68.0,68.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1028.0,-2.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1124.0,-1.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1228.0,28.0,28.0,1.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1243.0,13.0,13.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1259.0,-1.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1345.0,0.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1454.0,2.0,2.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1515.0,0.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1556.0,-4.0,0.0,0.0,0.0
5/1/2014 12:00:00 AM,JFK,LAX,1624.0,-1.0,0.0,0.0,0.0
